date,t,GRU,CNN
2014-10-29 18:00:00,107210.0,165938.889342567,110908.62315697261
2014-10-29 19:00:00,106346.0,125100.5705512696,109403.63464163881
2014-10-29 20:00:00,105281.0,102937.96417281392,107686.3913670468
2014-10-29 21:00:00,102586.0,100727.02634933722,105674.25231262785
2014-10-29 22:00:00,101903.0,101860.40078680147,103743.39045917026
2014-10-29 23:00:00,102916.0,105932.62640151675,103088.34252565948
2014-10-30 00:00:00,101519.0,110239.62898708484,103736.72395658422
2014-10-30 01:00:00,102023.0,111527.20328413109,104995.13352170048
2014-10-30 02:00:00,102929.0,111400.52434221392,106391.59306448778
2014-10-30 03:00:00,105853.0,111123.26099992605,107451.80643509282
2014-10-30 04:00:00,134527.0,108723.50796243586,108421.66371688811
2014-10-30 05:00:00,121469.0,106075.95192530792,110071.87233522459
2014-10-30 06:00:00,114834.0,101954.16050956288,112413.14714457626
2014-10-30 07:00:00,110207.0,102240.2218402733,114372.86118538618
2014-10-30 08:00:00,111414.0,101898.42536686936,115196.15609418048
2014-10-30 09:00:00,115275.0,103308.6302331835,115094.10561798273
2014-10-30 10:00:00,117800.0,105356.97431450617,115057.54111414928
2014-10-30 11:00:00,118307.0,109843.67424376609,115559.85701352009
2014-10-30 12:00:00,122009.0,112677.1369021092,116149.99490791738
2014-10-30 13:00:00,122189.0,113681.10049780952,116294.7713631779
2014-10-30 14:00:00,123297.0,113009.35668871387,115902.63221148588
2014-10-30 15:00:00,119940.0,110184.2607088752,115026.63418354507
2014-10-30 16:00:00,117307.0,110672.92905681428,113583.75887990622
2014-10-30 17:00:00,112955.0,98062.18041057256,111508.49840782286
2014-10-30 18:00:00,110673.0,89514.73489139929,108901.04358241968
2014-10-30 19:00:00,107464.0,82732.23245672113,106413.90031369134
2014-10-30 20:00:00,104488.0,75002.28427827726,104807.15220740197
2014-10-30 21:00:00,104675.0,75024.87943360354,103905.49903814167
2014-10-30 22:00:00,103283.0,79162.95337265138,103070.34632809578
2014-10-30 23:00:00,101047.0,77305.32867904202,102305.7839738441
2014-10-31 00:00:00,101982.0,77980.03146008682,102297.92364506393
2014-10-31 01:00:00,102484.0,84178.79591470512,103593.2826569848
2014-10-31 02:00:00,105339.0,93114.39577335869,106029.08427268766
2014-10-31 03:00:00,102974.0,103043.9203552662,108861.20487811201
2014-10-31 04:00:00,106839.0,110144.2571893847,110996.60946793307
2014-10-31 05:00:00,108869.0,112196.63243622502,112083.58880659087
2014-10-31 06:00:00,124490.0,112393.92056416757,112791.86698130581
2014-10-31 07:00:00,127338.0,113542.78244481375,113926.2376849067
2014-10-31 08:00:00,116904.0,115354.86416171704,115188.25656431164
2014-10-31 09:00:00,128363.0,116508.27306970712,115930.82712455561
2014-10-31 10:00:00,122234.0,117913.5570905718,116234.8495865973
2014-10-31 11:00:00,124901.0,118603.78439246023,116352.71461086244
2014-10-31 12:00:00,118551.0,118911.73484455828,116387.78720067363
2014-10-31 13:00:00,124863.0,119309.84757165347,116744.5619671673
2014-10-31 14:00:00,123245.0,119228.83439914849,117004.62091886059
2014-10-31 15:00:00,127764.0,118252.84957291758,116628.10547243488
2014-10-31 16:00:00,123373.0,116509.24423248752,115624.02516666237
2014-10-31 17:00:00,117695.0,114430.91498094906,113922.60734135147
2014-10-31 18:00:00,118747.0,112270.61837037349,111758.33733677663
2014-10-31 19:00:00,110553.0,109941.15095378242,109346.5542056675
2014-10-31 20:00:00,106754.0,107743.82563091344,106544.33592026478
2014-10-31 21:00:00,103755.0,105535.86202307312,104412.5876888653
2014-10-31 22:00:00,101985.0,103838.536042435,102471.47229067999
